Date,AverTemp(°C),Precipitation(mm),AverHumidity(%),WindSpeed(m/s),SunDuration(giờ),AtmosPressure(hPa),WeatherCondition
2016-12-06,24.94,2.24,89.3,5.23,0.0418333333333333,100.9,Mưa lớn
2016-12-07,24.9,2.24,89.72,4.99,0.0418333333333333,100.74,Mưa lớn
2016-12-08,24.25,2.24,86.0,4.71,0.055,100.67,Mưa lớn
2016-12-09,23.35,1.53,79.92,4.71,0.0851666666666666,100.62,Bình thường
2016-12-10,23.31,10.52,86.0,3.99,0.0625,100.61,Mưa lớn
2016-12-11,24.28,2.24,93.1,3.57,0.0390833333333333,100.44,"Mưa lớn, Độ ẩm cao"
2016-12-12,24.92,2.24,93.26,3.57,0.0590833333333333,100.37,"Mưa lớn, Độ ẩm cao"
2016-12-13,25.08,2.24,95.88,2.68,0.0580833333333333,100.36,"Mưa lớn, Độ ẩm cao"
2016-12-14,25.2,2.24,94.84,3.96,0.0435,100.51,"Mưa lớn, Độ ẩm cao"
2016-12-15,24.57,2.24,90.72,2.6,0.0435,100.76,"Mưa lớn, Độ ẩm cao, Gió mạnh"
2016-12-16,23.21,2.24,87.45,2.6,0.0201666666666666,101.09,"Mưa lớn, Gió mạnh"
2016-12-17,23.33,9.15,84.86,4.31,0.0653333333333333,101.08,Mưa lớn
2016-12-18,24.24,15.62,89.61,3.58,0.0441666666666666,100.95,Mưa lớn
2016-12-19,24.24,10.25,90.07,2.8,0.0590833333333333,100.95,"Mưa lớn, Độ ẩm cao"
2016-12-20,24.9,4.02,89.55,2.37,0.0844166666666666,100.69,Bình thường
2016-12-21,24.89,2.01,87.17,1.89,0.1038333333333333,100.72,Bình thường
2016-12-22,24.89,10.67,87.17,3.33,0.0854166666666666,100.72,"Mưa lớn, Độ ẩm cao"
2016-12-23,24.52,15.06,89.21,4.03,0.0701666666666666,100.75,Mưa lớn
2016-12-24,24.71,18.97,90.15,3.04,0.04925,100.71,"Mưa lớn, Độ ẩm cao"
2016-12-25,24.51,3.89,85.11,2.25,0.1096666666666666,100.76,Bình thường
2016-12-26,24.18,5.12,85.77,2.89,0.11225,100.76,Mưa lớn
2016-12-27,23.15,11.44,84.05,5.5,0.0593333333333333,100.93,Mưa lớn
2016-12-28,21.33,11.44,82.88,5.71,0.045,101.07,Mưa lớn
2016-12-29,21.29,2.24,86.85,5.71,0.0279166666666666,101.21,Mưa lớn
2016-12-30,22.3,2.24,90.08,5.16,0.0398333333333333,101.11,"Mưa lớn, Độ ẩm cao"
2016-12-31,23.96,2.24,91.48,4.53,0.0335833333333333,100.95,"Mưa lớn, Độ ẩm cao"
2017-01-01,24.19,16.26,91.48,3.8,0.0335833333333333,100.95,"Mưa lớn, Độ ẩm cao"
2017-01-02,24.12,14.62,91.25,3.9,0.0721666666666666,100.92,"Mưa lớn, Độ ẩm cao"
2017-01-03,23.62,7.21,85.94,3.56,0.09175,100.92,Mưa lớn
2017-01-04,23.66,9.09,87.1,3.3,0.05175,100.92,Mưa lớn
2017-01-05,23.79,3.6,85.72,2.71,0.09275,100.72,Bình thường
2017-01-06,23.79,2.97,86.12,2.71,0.0666666666666666,100.6,Bình thường
2017-01-07,23.79,3.85,91.2,2.43,0.079,100.45,Độ ẩm cao
2017-01-08,24.11,1.57,88.62,2.24,0.0794166666666666,100.49,Bình thường
2017-01-09,24.1,2.79,88.62,2.58,0.0878333333333333,100.57,Bình thường
2017-01-10,24.14,2.79,88.62,2.92,0.08875,100.63,Bình thường
2017-01-11,24.28,0.89,88.72,2.87,0.08875,100.59,Bình thường
2017-01-12,24.4,0.89,90.82,2.02,0.1235833333333333,100.45,Độ ẩm cao
2017-01-13,23.06,0.89,91.91,4.73,0.0924166666666666,100.53,Độ ẩm cao
2017-01-14,22.57,6.96,91.1,4.27,0.0529166666666666,100.68,"Mưa lớn, Độ ẩm cao"
2017-01-15,23.77,10.62,93.25,3.33,0.0456666666666666,100.72,"Mưa lớn, Độ ẩm cao"
2017-01-16,24.07,3.5,90.27,3.31,0.0651666666666666,100.74,Độ ẩm cao
2017-01-17,23.93,0.72,90.27,2.87,0.1068333333333333,100.94,Bình thường
2017-01-18,23.59,0.77,84.93,2.63,0.1068333333333333,101.1,Bình thường
2017-01-19,23.39,0.59,81.04,2.64,0.1068333333333333,101.05,Bình thường
2017-01-20,23.5,1.47,84.33,3.69,0.0905,101.11,Bình thường
2017-01-21,23.43,6.82,84.15,4.49,0.0723333333333333,101.28,Mưa lớn
2017-01-22,22.55,8.64,83.76,4.49,0.0740833333333333,101.42,Mưa lớn
2017-01-23,22.4,10.84,84.84,4.43,0.0678333333333333,101.3,Mưa lớn
2017-01-24,23.11,2.24,89.55,4.1,0.0435,101.18,Mưa lớn
2017-01-25,23.38,2.24,90.54,4.97,0.056,101.23,"Mưa lớn, Độ ẩm cao"
2017-01-26,22.74,6.47,81.47,4.62,0.1074166666666666,101.31,Mưa lớn
2017-01-27,22.03,0.79,73.46,3.5,0.1340833333333333,101.22,Bình thường
2017-01-28,22.31,0.11,69.91,2.4,0.1526666666666666,101.22,Bình thường
2017-01-29,22.44,0.22,69.91,1.35,0.1526666666666666,100.85,Bình thường
2017-01-30,22.03,1.05,84.43,2.81,0.1369166666666666,100.9,Bình thường
2017-01-31,22.03,6.35,88.22,3.35,0.0896666666666666,100.89,Mưa lớn
2017-02-01,23.2,16.92,91.46,4.42,0.0567499999999999,100.94,"Mưa lớn, Độ ẩm cao"
2017-02-02,22.93,15.35,90.23,5.04,0.0533333333333333,101.0,"Mưa lớn, Độ ẩm cao"
2017-02-03,23.01,18.85,90.55,3.57,0.0660833333333333,100.85,"Mưa lớn, Độ ẩm cao"
2017-02-04,23.21,4.27,90.55,2.44,0.07925,100.66,Độ ẩm cao
2017-02-05,22.23,4.27,88.43,3.67,0.07925,100.65,Bình thường
2017-02-06,21.5,0.22,79.27,2.23,0.18725,100.67,Bình thường
2017-02-07,22.25,0.64,83.7,1.97,0.1875,100.65,Bình thường
2017-02-08,22.86,0.24,83.09,1.49,0.1755833333333333,100.7,Bình thường
2017-02-09,22.32,8.64,88.0,4.17,0.0849999999999999,100.9,Mưa lớn
2017-02-10,21.52,2.24,84.68,4.38,0.0593333333333333,101.09,Mưa lớn
2017-02-11,21.07,2.24,85.09,5.12,0.0781666666666666,101.42,Mưa lớn
2017-02-12,20.56,16.29,83.9,4.99,0.1070833333333333,101.54,Mưa lớn
2017-02-13,21.02,16.29,83.9,3.94,0.1054166666666666,101.57,Bình thường
2017-02-14,21.82,9.52,84.39,3.89,0.0741666666666666,101.57,Mưa lớn
2017-02-15,21.81,2.34,84.39,3.89,0.11025,101.47,Bình thường
2017-02-16,21.68,0.09,78.4,2.91,0.154,101.21,Bình thường
2017-02-17,21.63,0.25,81.42,2.49,0.154,101.19,Bình thường
2017-02-18,21.56,0.52,86.21,3.08,0.0958333333333333,101.19,Bình thường
2017-02-19,21.73,0.21,86.08,2.19,0.1404166666666667,100.9,Bình thường
2017-02-20,21.73,0.12,87.97,2.19,0.1783333333333333,100.54,Bình thường
2017-02-21,23.97,1.18,93.12,2.41,0.1431666666666666,100.63,Độ ẩm cao
2017-02-22,24.41,0.75,93.01,2.08,0.1662499999999999,100.62,Độ ẩm cao
2017-02-23,24.58,4.44,92.99,2.02,0.1596666666666666,100.69,Độ ẩm cao
2017-02-24,23.66,16.7,94.26,2.85,0.0804166666666666,100.96,"Mưa lớn, Độ ẩm cao"
2017-02-25,22.5,6.16,90.72,4.02,0.06925,100.97,"Mưa lớn, Độ ẩm cao"
2017-02-26,21.24,2.69,88.61,4.2,0.0606666666666666,100.97,Bình thường
2017-02-27,21.57,2.69,88.74,4.2,0.0413333333333333,101.16,Bình thường
2017-02-28,22.14,0.81,86.26,2.85,0.081,101.16,Bình thường
2017-03-01,22.14,0.52,84.24,3.3,0.1046666666666666,101.09,Bình thường
2017-03-02,21.39,1.86,86.01,3.33,0.1065833333333333,101.05,Bình thường
2017-03-03,21.92,0.3,80.06,1.96,0.1698333333333333,100.74,Bình thường
2017-03-04,22.02,0.03,82.25,2.29,0.2033333333333333,100.56,Bình thường
2017-03-05,22.02,0.03,87.34,2.29,0.2025,100.43,Bình thường
2017-03-06,22.88,0.21,87.81,2.75,0.1845833333333333,100.48,Bình thường
2017-03-07,22.98,0.11,87.81,2.75,0.2003333333333333,100.64,Bình thường
2017-03-08,23.19,0.06,89.76,1.92,0.1413333333333333,100.69,Bình thường
2017-03-09,23.46,0.06,88.05,2.73,0.1596666666666666,100.58,Bình thường
2017-03-10,23.64,0.0,88.12,3.12,0.1803333333333333,100.44,Bình thường
2017-03-11,23.96,0.01,88.12,3.11,0.19475,100.5,Bình thường
2017-03-12,23.75,0.06,89.35,3.49,0.1911666666666666,100.49,Bình thường
2017-03-13,23.75,0.3,89.05,3.13,0.1911666666666666,100.39,Bình thường
2017-03-14,23.75,0.53,89.46,3.05,0.1836666666666666,100.42,Bình thường
2017-03-15,24.69,1.7,92.57,2.05,0.1741666666666666,100.58,Độ ẩm cao
2017-03-16,24.69,1.91,92.57,2.36,0.1514166666666666,100.5,Độ ẩm cao
2017-03-17,24.72,1.91,92.85,1.81,0.1415,100.53,Độ ẩm cao
2017-03-18,24.72,4.15,92.8,1.81,0.1415,100.64,Độ ẩm cao
2017-03-19,24.89,15.03,93.6,2.82,0.1401666666666666,100.7,"Mưa lớn, Độ ẩm cao"
2017-03-20,24.89,0.53,89.42,2.73,0.1925,100.61,Bình thường
2017-03-21,24.86,0.1,87.7,2.73,0.1850833333333333,100.6,Bình thường
2017-03-22,25.06,0.03,87.66,2.95,0.2022499999999999,100.43,Bình thường
2017-03-23,25.1,0.22,90.18,2.72,0.1903333333333333,100.5,Độ ẩm cao
2017-03-24,25.3,0.12,90.3,2.44,0.1804166666666666,100.59,Độ ẩm cao
2017-03-25,25.54,0.58,89.56,2.49,0.1753333333333333,100.66,Bình thường
2017-03-26,24.81,0.58,90.31,2.89,0.12225,100.9,Độ ẩm cao
2017-03-27,24.49,6.79,90.31,3.33,0.05,100.9,Mưa lớn
2017-03-28,24.34,1.14,88.03,2.08,0.0830833333333333,100.9,Bình thường
2017-03-29,24.34,6.18,91.45,1.23,0.14125,100.84,"Mưa lớn, Độ ẩm cao"
2017-03-30,25.04,1.22,90.93,1.89,0.1493333333333333,100.84,Độ ẩm cao
2017-03-31,25.35,6.13,89.99,2.24,0.1493333333333333,100.64,Mưa lớn
2017-04-01,23.36,13.67,90.17,5.02,0.1493333333333333,100.88,"Mưa lớn, Độ ẩm cao"
2017-04-02,23.52,10.14,85.83,4.18,0.0383333333333333,100.99,Mưa lớn
2017-04-03,23.98,2.4,83.2,2.99,0.0673333333333333,100.96,Bình thường
2017-04-04,24.11,0.19,83.23,1.68,0.1569166666666666,100.96,Bình thường
2017-04-05,24.52,1.75,91.72,1.71,0.1514166666666666,100.57,Độ ẩm cao
2017-04-06,25.37,1.35,90.99,2.32,0.188,100.45,Độ ẩm cao
2017-04-07,25.71,0.05,90.53,3.56,0.2086666666666666,100.41,Độ ẩm cao
2017-04-08,25.75,0.01,88.64,3.76,0.2101666666666666,100.4,Bình thường
2017-04-09,25.75,0.0,86.53,3.87,0.2141666666666666,100.21,Bình thường
2017-04-10,27.2,0.13,86.5,3.16,0.2073333333333333,100.0,Bình thường
2017-04-11,27.58,0.14,85.03,2.15,0.2038333333333333,99.98,Bình thường
2017-04-12,26.84,7.72,90.67,2.91,0.1701666666666667,100.16,"Mưa lớn, Độ ẩm cao"
2017-04-13,26.24,3.2,90.28,2.12,0.10925,100.16,Độ ẩm cao
2017-04-14,25.61,0.2,87.78,1.77,0.1535,100.62,Bình thường
2017-04-15,25.34,0.2,87.47,3.1,0.20025,100.48,Bình thường
2017-04-16,25.3,0.0,87.97,3.4,0.2249166666666666,100.49,Bình thường
2017-04-17,25.5,0.0,87.21,2.79,0.2236666666666666,100.47,Bình thường
2017-04-18,25.5,0.01,87.53,2.48,0.1846666666666666,100.33,Bình thường
2017-04-19,27.28,0.03,87.53,3.07,0.1944166666666666,100.17,Bình thường
2017-04-20,27.28,0.01,87.55,2.47,0.1923333333333333,100.19,Bình thường
2017-04-21,28.08,0.28,85.32,2.2,0.2025833333333333,100.13,Bình thường
2017-04-22,26.85,1.58,88.04,2.2,0.14725,100.3,Bình thường
2017-04-23,25.74,5.5,87.64,2.73,0.1478333333333333,100.3,Mưa lớn
2017-04-24,26.5,10.89,87.64,2.14,0.14525,100.46,Mưa lớn
2017-04-25,27.03,0.74,84.68,2.4,0.1771666666666666,100.34,Bình thường
2017-04-26,27.2,1.12,84.68,2.2,0.1840833333333333,100.31,Bình thường
2017-04-27,27.69,2.74,84.86,1.56,0.1705,100.38,Bình thường
2017-04-28,26.2,6.45,90.33,3.93,0.1065833333333333,100.57,"Mưa lớn, Độ ẩm cao"
2017-04-29,26.46,4.61,86.13,2.75,0.06,100.62,Bình thường
2017-04-30,26.74,0.72,86.13,1.94,0.2026666666666666,100.51,Bình thường
2017-05-01,27.23,4.49,89.1,1.94,0.1981666666666666,100.41,Bình thường
2017-05-02,27.41,5.54,89.1,3.25,0.2044166666666666,100.31,"Mưa lớn, Độ ẩm cao"
2017-05-03,27.76,0.58,90.03,3.25,0.1904166666666666,100.26,Độ ẩm cao
2017-05-04,28.01,0.63,90.03,2.52,0.1911666666666666,100.3,Bình thường
2017-05-05,27.33,0.27,91.15,2.37,0.1474166666666666,100.3,Độ ẩm cao
2017-05-06,27.02,0.57,91.15,2.13,0.1474166666666666,100.69,Bình thường
2017-05-07,27.02,1.26,85.33,2.11,0.1728333333333333,100.59,Bình thường
2017-05-08,27.41,1.0,87.69,2.11,0.205,100.4,Bình thường
2017-05-09,27.57,2.24,86.27,3.13,0.1615833333333333,100.39,Bình thường
2017-05-10,27.37,1.87,85.01,2.57,0.1771666666666666,100.55,Bình thường
2017-05-11,27.5,1.72,86.29,2.57,0.1721666666666666,100.59,Bình thường
2017-05-12,27.91,0.97,85.6,1.91,0.2059166666666666,100.41,Bình thường
2017-05-13,27.89,0.41,84.97,2.03,0.1864166666666666,100.32,Bình thường
2017-05-14,27.89,5.62,85.43,2.66,0.179,100.21,Mưa lớn
2017-05-15,27.73,5.62,85.81,2.66,0.1705833333333333,100.21,Mưa lớn
2017-05-16,27.69,5.62,85.81,2.16,0.1616666666666666,100.06,Mưa lớn
2017-05-17,26.92,2.24,84.65,2.44,0.1751666666666666,100.13,Mưa lớn
2017-05-18,27.51,17.13,86.07,2.37,0.1614166666666666,100.27,Mưa lớn
2017-05-19,28.07,6.99,85.32,1.36,0.1213333333333333,100.15,Mưa lớn
2017-05-20,28.11,10.96,89.29,2.0,0.14275,99.94,Mưa lớn
2017-05-21,28.11,1.94,84.97,1.97,0.1878333333333333,99.8,Bình thường
2017-05-22,28.97,0.65,87.88,1.81,0.1878333333333333,99.88,Bình thường
2017-05-23,29.38,0.46,86.54,1.83,0.19075,99.93,Bình thường
2017-05-24,28.74,6.84,87.27,1.67,0.19075,99.92,Mưa lớn
2017-05-25,28.17,3.54,86.2,2.56,0.0680833333333333,99.92,Bình thường
2017-05-26,27.11,2.24,90.65,4.05,0.0680833333333333,100.09,"Mưa lớn, Độ ẩm cao"
2017-05-27,27.25,8.76,87.77,3.24,0.0680833333333333,100.08,Mưa lớn
2017-05-28,27.74,2.24,87.52,3.15,0.1206666666666666,100.04,Mưa lớn
2017-05-29,27.5,12.07,88.42,2.1,0.1206666666666666,100.1,Mưa lớn
2017-05-30,28.29,4.85,85.9,2.06,0.1596666666666666,100.18,Bình thường
2017-05-31,28.78,1.57,84.6,2.01,0.1931666666666666,100.18,Bình thường
2017-06-01,29.53,0.86,84.6,1.29,0.1931666666666666,99.92,Bình thường
2017-06-02,29.89,0.37,84.6,1.25,0.2118333333333333,99.87,Bình thường
2017-06-03,30.16,2.0,78.57,1.31,0.2029999999999999,99.84,Bình thường
2017-06-04,30.25,1.19,76.65,1.6,0.2043333333333333,99.77,Bình thường
2017-06-05,30.07,0.86,78.77,2.26,0.1942499999999999,99.77,Bình thường
2017-06-06,29.25,4.61,79.69,2.26,0.1902499999999999,100.02,Bình thường
2017-06-07,28.68,9.53,81.42,1.21,0.155,100.07,Mưa lớn
2017-06-08,28.68,15.92,80.47,1.8,0.1402499999999999,100.09,Mưa lớn
2017-06-09,29.08,4.63,80.29,1.65,0.15225,100.09,Bình thường
2017-06-10,29.09,2.24,79.75,1.56,0.1701666666666667,100.1,Mưa lớn
2017-06-11,28.94,10.03,78.74,2.15,0.1605,100.05,Mưa lớn
2017-06-12,28.94,5.26,82.01,2.16,0.1358333333333333,99.94,Mưa lớn
2017-06-13,29.49,10.46,76.05,2.17,0.1895833333333333,100.03,Mưa lớn
2017-06-14,29.12,1.29,80.45,2.78,0.1994166666666666,100.16,Bình thường
2017-06-15,29.15,1.47,80.54,2.08,0.20325,100.14,Bình thường
2017-06-16,29.15,2.06,79.3,1.88,0.20575,100.06,Bình thường
2017-06-17,29.9,2.72,77.52,1.55,0.1868333333333333,99.85,Bình thường
2017-06-18,29.19,2.72,80.3,1.57,0.1475833333333333,99.86,Bình thường
2017-06-19,29.44,1.6,77.25,1.79,0.17975,99.86,Bình thường
2017-06-20,28.78,2.72,77.25,1.98,0.177,99.86,Bình thường
2017-06-21,29.06,1.42,77.25,2.35,0.18325,99.96,Bình thường
2017-06-22,29.27,1.08,80.32,2.16,0.1991666666666666,99.97,Bình thường
2017-06-23,28.8,1.14,83.8,3.35,0.2076666666666667,99.9,Bình thường
2017-06-24,28.58,1.61,83.22,1.85,0.1728333333333333,99.84,Bình thường
2017-06-25,28.85,2.91,82.71,3.72,0.2034166666666666,99.92,Bình thường
2017-06-26,28.98,0.59,83.57,3.72,0.1982499999999999,100.03,Bình thường
2017-06-27,28.44,1.47,86.05,3.84,0.1982499999999999,100.13,Bình thường
2017-06-28,28.19,1.85,88.44,4.68,0.1982499999999999,100.18,Bình thường
2017-06-29,28.17,1.77,85.34,3.63,0.1885833333333333,100.15,Bình thường
2017-06-30,28.64,2.59,82.03,2.04,0.1801666666666666,100.15,Bình thường
2017-07-01,28.64,1.1,78.91,1.72,0.2088333333333333,99.99,Bình thường
2017-07-02,29.05,1.1,79.43,1.72,0.181,99.95,Bình thường
2017-07-03,29.13,4.23,79.43,1.96,0.1800833333333333,99.99,Bình thường
2017-07-04,29.15,11.11,79.46,1.62,0.1749166666666666,100.0,Mưa lớn
2017-07-05,28.28,6.97,81.16,2.21,0.1466666666666666,100.12,Mưa lớn
2017-07-06,27.78,13.46,81.85,2.5,0.1024166666666666,100.14,Mưa lớn
2017-07-07,28.69,5.99,78.91,2.23,0.1024166666666666,100.1,Mưa lớn
2017-07-08,28.8,6.41,79.5,1.78,0.1905833333333333,100.18,Mưa lớn
2017-07-09,28.81,6.17,78.94,1.81,0.2018333333333333,100.21,Mưa lớn
2017-07-10,28.81,16.51,80.75,1.93,0.1873333333333333,100.08,Mưa lớn
2017-07-11,28.15,15.22,85.64,2.3,0.1756666666666666,100.07,Mưa lớn
2017-07-12,28.2,12.57,85.24,2.3,0.1839166666666666,100.13,Mưa lớn
2017-07-13,27.64,2.24,85.34,2.17,0.1045833333333333,100.04,Mưa lớn
2017-07-14,27.32,18.94,85.12,1.35,0.1045833333333333,99.91,Mưa lớn
2017-07-15,28.08,2.24,81.97,1.26,0.0649166666666666,99.91,Mưa lớn
2017-07-16,27.35,13.16,87.54,3.4,0.0441666666666666,99.44,Mưa lớn
2017-07-17,28.06,4.02,81.43,2.72,0.0441666666666666,99.81,Bình thường
2017-07-18,28.06,16.83,82.33,1.91,0.1345833333333333,100.17,Mưa lớn
2017-07-19,27.96,16.83,85.75,2.1,0.1646666666666666,100.04,Mưa lớn
2017-07-20,28.06,3.58,86.52,2.92,0.1814166666666666,99.91,Bình thường
2017-07-21,28.82,3.46,83.2,2.06,0.1811666666666666,100.01,Bình thường
2017-07-22,28.51,5.18,81.95,2.06,0.1801666666666666,100.09,Mưa lớn
2017-07-23,28.48,4.31,81.81,2.1,0.0987499999999999,99.95,Bình thường
2017-07-24,27.75,2.24,81.81,2.1,0.0375,99.65,Mưa lớn
2017-07-25,27.55,2.24,89.21,3.08,0.0205,99.65,Mưa lớn
2017-07-26,27.55,2.24,85.57,1.94,0.1061666666666666,99.63,Mưa lớn
2017-07-27,28.29,6.45,80.73,1.53,0.1534166666666666,99.63,Mưa lớn
2017-07-28,28.93,6.98,79.92,1.53,0.1748333333333333,99.83,Mưa lớn
2017-07-29,28.72,2.24,81.56,1.37,0.1263333333333333,99.8,Mưa lớn
2017-07-30,29.5,2.24,78.55,1.87,0.18575,99.65,Mưa lớn
2017-07-31,30.07,1.09,77.96,1.63,0.1596666666666666,99.64,Bình thường
2017-08-01,29.97,1.26,77.76,1.55,0.162,99.76,Bình thường
2017-08-02,29.96,1.22,77.76,1.87,0.1900833333333333,99.71,Bình thường
2017-08-03,30.08,3.57,76.96,1.42,0.19225,99.71,Bình thường
2017-08-04,28.94,18.01,80.94,1.73,0.19225,99.62,Mưa lớn
2017-08-05,30.04,5.56,76.07,1.65,0.178,99.82,Mưa lớn
2017-08-06,30.04,6.45,74.06,1.68,0.187,100.07,Mưa lớn
2017-08-07,29.54,4.59,75.94,1.55,0.1649166666666666,100.16,Bình thường
2017-08-08,29.66,1.31,76.15,1.88,0.2051666666666666,100.13,Bình thường
2017-08-09,30.03,0.93,76.15,2.0,0.2084166666666666,100.08,Bình thường
2017-08-10,30.03,0.4,76.15,1.88,0.2106666666666666,100.01,Bình thường
2017-08-11,30.01,0.46,76.15,2.08,0.2121666666666666,100.03,Bình thường
2017-08-12,29.65,1.14,82.47,2.18,0.2001666666666666,100.03,Bình thường
2017-08-13,29.41,0.77,84.84,3.4,0.2170833333333333,100.13,Bình thường
2017-08-14,29.33,2.04,85.79,3.08,0.2153333333333333,100.12,Bình thường
2017-08-15,28.89,7.41,86.81,3.08,0.1996666666666667,100.03,Mưa lớn
2017-08-16,29.01,5.78,80.39,2.04,0.1618333333333333,100.03,Mưa lớn
2017-08-17,28.08,4.62,84.43,3.02,0.1898333333333333,100.05,Bình thường
2017-08-18,27.7,10.0,84.43,3.61,0.1296666666666666,100.11,Mưa lớn
2017-08-19,28.1,6.91,85.38,3.02,0.1725,100.12,Mưa lớn
2017-08-20,28.41,1.52,84.23,2.45,0.1949999999999999,100.05,Bình thường
2017-08-21,28.66,0.94,80.96,1.58,0.20975,99.9,Bình thường
2017-08-22,28.66,2.3,83.11,1.58,0.1902499999999999,99.71,Bình thường
2017-08-23,29.46,5.0,81.04,2.38,0.1515,99.71,Bình thường
2017-08-24,29.14,3.04,79.32,2.23,0.1630833333333333,99.81,Bình thường
2017-08-25,29.33,13.6,79.57,1.62,0.1714166666666666,99.89,Mưa lớn
2017-08-26,27.08,13.6,87.72,2.33,0.03025,99.78,Mưa lớn
2017-08-27,27.75,2.24,82.77,2.09,0.1228333333333333,99.78,Mưa lớn
2017-08-28,28.74,2.24,79.6,3.19,0.1658333333333333,99.97,Mưa lớn
2017-08-29,28.18,8.55,86.36,2.96,0.0804166666666666,99.97,Mưa lớn
2017-08-30,28.51,5.31,83.68,2.52,0.186,100.15,Mưa lớn
2017-08-31,28.73,2.24,78.95,1.66,0.186,100.21,Mưa lớn
2017-09-01,29.12,8.98,79.02,1.9,0.2073333333333333,100.21,Mưa lớn
2017-09-02,29.53,4.54,79.57,1.68,0.2073333333333333,99.96,Bình thường
2017-09-03,29.6,1.28,77.08,1.55,0.2073333333333333,99.98,Bình thường
2017-09-04,29.64,2.19,81.29,1.52,0.1694166666666666,100.04,Bình thường
2017-09-05,29.82,1.62,79.21,1.39,0.1924166666666666,100.1,Bình thường
2017-09-06,29.49,2.1,79.21,0.97,0.1721666666666666,100.13,Bình thường
2017-09-07,29.23,2.01,78.52,1.56,0.1266666666666666,100.21,Bình thường
2017-09-08,29.63,2.04,78.44,2.0,0.1991666666666666,100.25,Bình thường
2017-09-09,29.38,1.09,82.06,3.69,0.2011666666666666,100.15,Bình thường
2017-09-10,29.2,1.87,82.35,2.06,0.2028333333333333,100.25,Bình thường
2017-09-11,29.01,0.76,79.05,2.19,0.2130833333333333,100.26,Bình thường
2017-09-12,28.76,0.56,77.22,1.68,0.2096666666666666,100.32,Bình thường
2017-09-13,28.69,4.57,85.48,3.32,0.1549166666666666,100.17,Bình thường
2017-09-14,27.3,2.24,87.66,2.6,0.0206666666666666,99.46,"Mưa lớn, Gió mạnh"
2017-09-15,27.98,11.28,83.61,2.6,0.1089166666666666,99.47,"Mưa lớn, Gió mạnh"
2017-09-16,28.49,3.32,84.11,2.25,0.1655833333333333,99.47,Bình thường
2017-09-17,28.38,5.23,85.39,2.16,0.1695833333333333,100.39,Mưa lớn
2017-09-18,28.55,5.68,83.31,1.87,0.2016666666666666,100.32,Mưa lớn
2017-09-19,28.66,3.37,81.14,1.89,0.1959166666666666,100.21,Bình thường
2017-09-20,28.42,0.26,80.99,2.32,0.197,100.15,Bình thường
2017-09-21,28.09,3.03,82.3,1.93,0.1755833333333333,100.09,Bình thường
2017-09-22,27.97,9.58,77.41,1.97,0.1096666666666666,100.19,Mưa lớn
2017-09-23,28.04,2.24,79.73,1.58,0.1396666666666667,100.22,Mưa lớn
2017-09-24,28.55,2.24,78.54,1.32,0.1273333333333333,100.04,Bình thường
2017-09-25,28.59,3.43,81.36,2.86,0.176,99.99,Bình thường
2017-09-26,28.59,3.99,84.04,2.7,0.1801666666666666,100.19,Bình thường
2017-09-27,28.22,2.63,84.12,2.2,0.1799166666666666,100.26,Bình thường
2017-09-28,28.22,2.22,78.99,1.65,0.1644999999999999,100.19,Bình thường
2017-09-29,28.11,3.15,82.84,2.23,0.1800833333333333,100.29,Bình thường
2017-09-30,27.92,4.99,82.84,2.68,0.1401666666666666,100.43,Bình thường
2017-10-01,28.06,3.57,81.82,1.56,0.1551666666666666,100.31,Bình thường
2017-10-02,26.85,2.24,86.61,1.45,0.05475,100.21,Mưa lớn
2017-10-03,27.12,10.91,86.61,2.65,0.1140833333333333,100.26,Mưa lớn
2017-10-04,27.52,10.65,84.84,2.58,0.152,100.42,Mưa lớn
2017-10-05,27.55,5.83,84.14,2.17,0.1775833333333333,100.42,Mưa lớn
2017-10-06,27.21,5.83,85.04,2.19,0.1548333333333333,100.33,Mưa lớn
2017-10-07,27.6,9.99,83.1,1.53,0.16025,100.28,Mưa lớn
2017-10-08,28.11,15.97,85.34,2.82,0.1123333333333333,100.22,Mưa lớn
2017-10-09,27.66,2.24,86.46,2.82,0.0276666666666666,99.91,Mưa lớn
2017-10-10,27.87,2.24,88.5,2.91,0.1397499999999999,99.94,Bình thường
2017-10-11,28.16,8.52,83.85,2.91,0.1108333333333333,100.17,Mưa lớn
2017-10-12,27.84,9.5,85.91,2.91,0.081,100.18,Mưa lớn
2017-10-13,27.94,7.83,85.45,2.91,0.1209166666666666,100.08,Mưa lớn
2017-10-14,27.47,7.83,83.56,4.14,0.1351666666666666,99.96,Bình thường
2017-10-15,26.56,1.42,83.85,5.29,0.1113333333333333,99.92,Bình thường
2017-10-16,26.26,3.91,81.43,4.91,0.1235,100.1,Bình thường
2017-10-17,26.09,2.79,82.2,3.87,0.1251666666666666,100.31,Bình thường
2017-10-18,26.8,2.24,88.88,3.63,0.07975,100.35,Mưa lớn
2017-10-19,27.08,2.24,87.66,4.56,0.1016666666666666,100.36,Mưa lớn
2017-10-20,27.08,17.98,86.16,3.73,0.0725,100.47,Mưa lớn
2017-10-21,26.27,6.05,86.16,2.94,0.14275,100.47,Mưa lớn
2017-10-22,26.23,6.28,82.27,2.94,0.1138333333333333,100.49,Mưa lớn
2017-10-23,26.12,6.28,82.36,3.53,0.10325,100.49,Mưa lớn
